open,high,low,close,volume,tradingDate,month,year,quarter_y,ticker,fixedAsset_x,asset_x,debt_x,equity_x,capital_x,customerLoan_x,badLoan_x,provision_x,netCustomerLoan_x,otherAsset_x,otherBankCredit_x,oweOtherBank_x,valuablePaper_x,payableInterest_x,receivableInterest_x,deposit_x,otherDebt_x,fund_x,unDistributedIncome_x,payable_x,cash_y,fixedAsset_y,asset_y,debt_y,equity_y,capital_y,centralBankDeposit,otherBankDeposit,otherBankLoan,stockInvest,customerLoan_y,badLoan_y,provision_y,netCustomerLoan_y,otherAsset_y,otherBankCredit_y,oweOtherBank_y,oweCentralBank_y,valuablePaper_y,payableInterest_y,receivableInterest_y,deposit_y,otherDebt_y,fund_y,unDistributedIncome_y,payable_y,revenue_x,yearRevenueGrowth_x,operationExpense_x,operationProfit_x,yearOperationProfitGrowth_x,preTaxProfit_x,postTaxProfit_x,shareHolderIncome_x,yearShareHolderIncomeGrowth_x,investProfit_x,serviceProfit_x,otherProfit_x,provisionExpense_x,operationIncome_x,revenue_y,yearRevenueGrowth_y,operationExpense_y,operationProfit_y,yearOperationProfitGrowth_y,preTaxProfit_y,postTaxProfit_y,shareHolderIncome_y,yearShareHolderIncomeGrowth_y,investProfit_y,serviceProfit_y,otherProfit_y,provisionExpense_y,operationIncome_y,investCost_x,fromInvest_x,fromFinancial_x,fromSale_x,investCost_y,fromInvest_y,fromFinancial_y,fromSale_y,priceToEarning_x,priceToBook_x,roe_x,earningPerShare_x,bookValuePerShare_x,interestMargin_x,nonInterestOnToi_x,badDebtPercentage_x,provisionOnBadDebt_x,costOfFinancing_x,equityOnTotalAsset_x,equityOnLoan_x,costToIncome_x,epsChange_x,assetOnEquity_x,preProvisionOnToi_x,postTaxOnToi_x,loanOnEarnAsset_x,loanOnDeposit_x,depositOnEarnAsset_x,liquidityOnLiability_x,payableOnEquity_x,bookValuePerShareChange_x,creditGrowth_x,priceToEarning_y,priceToBook_y,roe_y,roa_y,earningPerShare_y,bookValuePerShare_y,interestMargin_y,nonInterestOnToi_y,badDebtPercentage_y,provisionOnBadDebt_y,costOfFinancing_y,equityOnTotalAsset_y,equityOnLoan_y,costToIncome_y,epsChange_y,assetOnEquity_y,preProvisionOnToi_y,postTaxOnToi_y,loanOnEarnAsset_y,loanOnAsset_y,loanOnDeposit_y,depositOnEarnAsset_y,badDebtOnAsset_y,liquidityOnLiability_y,payableOnEquity_y,cancelDebt_y,bookValuePerShareChange_y,creditGrowth_y,capital_x_9377,capital_x_10273,capital_x_12886,capital_x_16627,capital_x_21616,capital_x_27019,oweCentralBank_x_0,oweCentralBank_x_3074,oweCentralBank_x_5179,roa_x_0.005,roa_x_0.006,roa_x_0.008,roa_x_0.017,roa_x_0.019,roa_x_0.02,loanOnAsset_x_0.672,loanOnAsset_x_0.686,loanOnAsset_x_0.698,loanOnAsset_x_0.699,loanOnAsset_x_0.7,loanOnAsset_x_0.701,cancelDebt_x_0.001,cancelDebt_x_0.002,cancelDebt_x_0.006,cancelDebt_x_0.007,cancelDebt_x_0.014,badDebtOnAsset_x_0.004,badDebtOnAsset_x_0.005,badDebtOnAsset_x_0.006,badDebtOnAsset_x_0.009
5334.0,5333.0,5197.0,5225.0,75369,2016-03-15T00:00:00.000Z,3,2016,1,ACB,2851,233681,219618,14063,9377,163401,1421,-1797,161604,8010,1735,500.0,6615,2281.0,3241.0,207051,6615,2590,2761,219618,3057.0,2481.0,209868.0,196764.0,13103.0,9377.0,5004.0,6182.0,3378.0,39376.0,144229.0,1899.0,-1710.0,142520.0,8027.0,6890.0,1650.0,515.0,3380.0,2111.0,2288.0,181063.0,3380.0,2374.0,2012.0,196764.0,6892.0,0.171,-4678.0,7563.0,0.216,1667.0,1325.0,1325.0,0.289,-559.0,944.0,285.0,-1218.0,2885.0,1582.0,0.138,-1075.0,1698.0,0.055,389.0,310.0,310.0,0.105,-145.0,201.0,60.0,-233.0,623.0,-585.0,-468.0,3054.0,-198.0,-84.0,21.0,0.0,830.0,13.4,1.3,0.099,490.0,5204.0,0.033,0.089,0.009,1.265,0.048,0.06,0.086,0.619,0.289,16.6,0.303,0.175,0.736,0.789,0.933,0.278,15.6,0.1,0.207,15.9,1.3,0.082,0.005,392.0,4849.0,0.033,0.068,0.013,0.9,0.046,0.062,0.091,0.633,0.029,16.0,0.292,0.183,0.727,0.687,0.797,0.912,0.009,0.289,15.0,0.006,0.025,0.21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5252.0,5259.0,5205.0,5225.0,85539,2016-03-16T00:00:00.000Z,3,2016,1,ACB,2851,233681,219618,14063,9377,163401,1421,-1797,161604,8010,1735,500.0,6615,2281.0,3241.0,207051,6615,2590,2761,219618,3057.0,2481.0,209868.0,196764.0,13103.0,9377.0,5004.0,6182.0,3378.0,39376.0,144229.0,1899.0,-1710.0,142520.0,8027.0,6890.0,1650.0,515.0,3380.0,2111.0,2288.0,181063.0,3380.0,2374.0,2012.0,196764.0,6892.0,0.171,-4678.0,7563.0,0.216,1667.0,1325.0,1325.0,0.289,-559.0,944.0,285.0,-1218.0,2885.0,1582.0,0.138,-1075.0,1698.0,0.055,389.0,310.0,310.0,0.105,-145.0,201.0,60.0,-233.0,623.0,-585.0,-468.0,3054.0,-198.0,-84.0,21.0,0.0,830.0,13.4,1.3,0.099,490.0,5204.0,0.033,0.089,0.009,1.265,0.048,0.06,0.086,0.619,0.289,16.6,0.303,0.175,0.736,0.789,0.933,0.278,15.6,0.1,0.207,15.9,1.3,0.082,0.005,392.0,4849.0,0.033,0.068,0.013,0.9,0.046,0.062,0.091,0.633,0.029,16.0,0.292,0.183,0.727,0.687,0.797,0.912,0.009,0.289,15.0,0.006,0.025,0.21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5252.0,5263.0,5181.0,5198.0,51939,2016-03-17T00:00:00.000Z,3,2016,1,ACB,2851,233681,219618,14063,9377,163401,1421,-1797,161604,8010,1735,500.0,6615,2281.0,3241.0,207051,6615,2590,2761,219618,3057.0,2481.0,209868.0,196764.0,13103.0,9377.0,5004.0,6182.0,3378.0,39376.0,144229.0,1899.0,-1710.0,142520.0,8027.0,6890.0,1650.0,515.0,3380.0,2111.0,2288.0,181063.0,3380.0,2374.0,2012.0,196764.0,6892.0,0.171,-4678.0,7563.0,0.216,1667.0,1325.0,1325.0,0.289,-559.0,944.0,285.0,-1218.0,2885.0,1582.0,0.138,-1075.0,1698.0,0.055,389.0,310.0,310.0,0.105,-145.0,201.0,60.0,-233.0,623.0,-585.0,-468.0,3054.0,-198.0,-84.0,21.0,0.0,830.0,13.4,1.3,0.099,490.0,5204.0,0.033,0.089,0.009,1.265,0.048,0.06,0.086,0.619,0.289,16.6,0.303,0.175,0.736,0.789,0.933,0.278,15.6,0.1,0.207,15.9,1.3,0.082,0.005,392.0,4849.0,0.033,0.068,0.013,0.9,0.046,0.062,0.091,0.633,0.029,16.0,0.292,0.183,0.727,0.687,0.797,0.912,0.009,0.289,15.0,0.006,0.025,0.21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5171.0,5226.0,5172.0,5198.0,49217,2016-03-18T00:00:00.000Z,3,2016,1,ACB,2851,233681,219618,14063,9377,163401,1421,-1797,161604,8010,1735,500.0,6615,2281.0,3241.0,207051,6615,2590,2761,219618,3057.0,2481.0,209868.0,196764.0,13103.0,9377.0,5004.0,6182.0,3378.0,39376.0,144229.0,1899.0,-1710.0,142520.0,8027.0,6890.0,1650.0,515.0,3380.0,2111.0,2288.0,181063.0,3380.0,2374.0,2012.0,196764.0,6892.0,0.171,-4678.0,7563.0,0.216,1667.0,1325.0,1325.0,0.289,-559.0,944.0,285.0,-1218.0,2885.0,1582.0,0.138,-1075.0,1698.0,0.055,389.0,310.0,310.0,0.105,-145.0,201.0,60.0,-233.0,623.0,-585.0,-468.0,3054.0,-198.0,-84.0,21.0,0.0,830.0,13.4,1.3,0.099,490.0,5204.0,0.033,0.089,0.009,1.265,0.048,0.06,0.086,0.619,0.289,16.6,0.303,0.175,0.736,0.789,0.933,0.278,15.6,0.1,0.207,15.9,1.3,0.082,0.005,392.0,4849.0,0.033,0.068,0.013,0.9,0.046,0.062,0.091,0.633,0.029,16.0,0.292,0.183,0.727,0.687,0.797,0.912,0.009,0.289,15.0,0.006,0.025,0.21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5144.0,5218.0,4920.0,5171.0,48938,2016-03-21T00:00:00.000Z,3,2016,1,ACB,2851,233681,219618,14063,9377,163401,1421,-1797,161604,8010,1735,500.0,6615,2281.0,3241.0,207051,6615,2590,2761,219618,3057.0,2481.0,209868.0,196764.0,13103.0,9377.0,5004.0,6182.0,3378.0,39376.0,144229.0,1899.0,-1710.0,142520.0,8027.0,6890.0,1650.0,515.0,3380.0,2111.0,2288.0,181063.0,3380.0,2374.0,2012.0,196764.0,6892.0,0.171,-4678.0,7563.0,0.216,1667.0,1325.0,1325.0,0.289,-559.0,944.0,285.0,-1218.0,2885.0,1582.0,0.138,-1075.0,1698.0,0.055,389.0,310.0,310.0,0.105,-145.0,201.0,60.0,-233.0,623.0,-585.0,-468.0,3054.0,-198.0,-84.0,21.0,0.0,830.0,13.4,1.3,0.099,490.0,5204.0,0.033,0.089,0.009,1.265,0.048,0.06,0.086,0.619,0.289,16.6,0.303,0.175,0.736,0.789,0.933,0.278,15.6,0.1,0.207,15.9,1.3,0.082,0.005,392.0,4849.0,0.033,0.068,0.013,0.9,0.046,0.062,0.091,0.633,0.029,16.0,0.292,0.183,0.727,0.687,0.797,0.912,0.009,0.289,15.0,0.006,0.025,0.21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5116.0,5191.0,5109.0,5144.0,143433,2016-03-22T00:00:00.000Z,3,2016,1,ACB,2851,233681,219618,14063,9377,163401,1421,-1797,161604,8010,1735,500.0,6615,2281.0,3241.0,207051,6615,2590,2761,219618,3057.0,2481.0,209868.0,196764.0,13103.0,9377.0,5004.0,6182.0,3378.0,39376.0,144229.0,1899.0,-1710.0,142520.0,8027.0,6890.0,1650.0,515.0,3380.0,2111.0,2288.0,181063.0,3380.0,2374.0,2012.0,196764.0,6892.0,0.171,-4678.0,7563.0,0.216,1667.0,1325.0,1325.0,0.289,-559.0,944.0,285.0,-1218.0,2885.0,1582.0,0.138,-1075.0,1698.0,0.055,389.0,310.0,310.0,0.105,-145.0,201.0,60.0,-233.0,623.0,-585.0,-468.0,3054.0,-198.0,-84.0,21.0,0.0,830.0,13.4,1.3,0.099,490.0,5204.0,0.033,0.089,0.009,1.265,0.048,0.06,0.086,0.619,0.289,16.6,0.303,0.175,0.736,0.789,0.933,0.278,15.6,0.1,0.207,15.9,1.3,0.082,0.005,392.0,4849.0,0.033,0.068,0.013,0.9,0.046,0.062,0.091,0.633,0.029,16.0,0.292,0.183,0.727,0.687,0.797,0.912,0.009,0.289,15.0,0.006,0.025,0.21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5116.0,5151.0,5069.0,5116.0,349539,2016-03-23T00:00:00.000Z,3,2016,1,ACB,2851,233681,219618,14063,9377,163401,1421,-1797,161604,8010,1735,500.0,6615,2281.0,3241.0,207051,6615,2590,2761,219618,3057.0,2481.0,209868.0,196764.0,13103.0,9377.0,5004.0,6182.0,3378.0,39376.0,144229.0,1899.0,-1710.0,142520.0,8027.0,6890.0,1650.0,515.0,3380.0,2111.0,2288.0,181063.0,3380.0,2374.0,2012.0,196764.0,6892.0,0.171,-4678.0,7563.0,0.216,1667.0,1325.0,1325.0,0.289,-559.0,944.0,285.0,-1218.0,2885.0,1582.0,0.138,-1075.0,1698.0,0.055,389.0,310.0,310.0,0.105,-145.0,201.0,60.0,-233.0,623.0,-585.0,-468.0,3054.0,-198.0,-84.0,21.0,0.0,830.0,13.4,1.3,0.099,490.0,5204.0,0.033,0.089,0.009,1.265,0.048,0.06,0.086,0.619,0.289,16.6,0.303,0.175,0.736,0.789,0.933,0.278,15.6,0.1,0.207,15.9,1.3,0.082,0.005,392.0,4849.0,0.033,0.068,0.013,0.9,0.046,0.062,0.091,0.633,0.029,16.0,0.292,0.183,0.727,0.687,0.797,0.912,0.009,0.289,15.0,0.006,0.025,0.21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5144.0,5139.0,5085.0,5089.0,60102,2016-03-24T00:00:00.000Z,3,2016,1,ACB,2851,233681,219618,14063,9377,163401,1421,-1797,161604,8010,1735,500.0,6615,2281.0,3241.0,207051,6615,2590,2761,219618,3057.0,2481.0,209868.0,196764.0,13103.0,9377.0,5004.0,6182.0,3378.0,39376.0,144229.0,1899.0,-1710.0,142520.0,8027.0,6890.0,1650.0,515.0,3380.0,2111.0,2288.0,181063.0,3380.0,2374.0,2012.0,196764.0,6892.0,0.171,-4678.0,7563.0,0.216,1667.0,1325.0,1325.0,0.289,-559.0,944.0,285.0,-1218.0,2885.0,1582.0,0.138,-1075.0,1698.0,0.055,389.0,310.0,310.0,0.105,-145.0,201.0,60.0,-233.0,623.0,-585.0,-468.0,3054.0,-198.0,-84.0,21.0,0.0,830.0,13.4,1.3,0.099,490.0,5204.0,0.033,0.089,0.009,1.265,0.048,0.06,0.086,0.619,0.289,16.6,0.303,0.175,0.736,0.789,0.933,0.278,15.6,0.1,0.207,15.9,1.3,0.082,0.005,392.0,4849.0,0.033,0.068,0.013,0.9,0.046,0.062,0.091,0.633,0.029,16.0,0.292,0.183,0.727,0.687,0.797,0.912,0.009,0.289,15.0,0.006,0.025,0.21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5171.0,5104.0,4997.0,5062.0,28280,2016-03-25T00:00:00.000Z,3,2016,1,ACB,2851,233681,219618,14063,9377,163401,1421,-1797,161604,8010,1735,500.0,6615,2281.0,3241.0,207051,6615,2590,2761,219618,3057.0,2481.0,209868.0,196764.0,13103.0,9377.0,5004.0,6182.0,3378.0,39376.0,144229.0,1899.0,-1710.0,142520.0,8027.0,6890.0,1650.0,515.0,3380.0,2111.0,2288.0,181063.0,3380.0,2374.0,2012.0,196764.0,6892.0,0.171,-4678.0,7563.0,0.216,1667.0,1325.0,1325.0,0.289,-559.0,944.0,285.0,-1218.0,2885.0,1582.0,0.138,-1075.0,1698.0,0.055,389.0,310.0,310.0,0.105,-145.0,201.0,60.0,-233.0,623.0,-585.0,-468.0,3054.0,-198.0,-84.0,21.0,0.0,830.0,13.4,1.3,0.099,490.0,5204.0,0.033,0.089,0.009,1.265,0.048,0.06,0.086,0.619,0.289,16.6,0.303,0.175,0.736,0.789,0.933,0.278,15.6,0.1,0.207,15.9,1.3,0.082,0.005,392.0,4849.0,0.033,0.068,0.013,0.9,0.046,0.062,0.091,0.633,0.029,16.0,0.292,0.183,0.727,0.687,0.797,0.912,0.009,0.289,15.0,0.006,0.025,0.21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5116.0,5121.0,5040.0,5062.0,28313,2016-03-28T00:00:00.000Z,3,2016,1,ACB,2851,233681,219618,14063,9377,163401,1421,-1797,161604,8010,1735,500.0,6615,2281.0,3241.0,207051,6615,2590,2761,219618,3057.0,2481.0,209868.0,196764.0,13103.0,9377.0,5004.0,6182.0,3378.0,39376.0,144229.0,1899.0,-1710.0,142520.0,8027.0,6890.0,1650.0,515.0,3380.0,2111.0,2288.0,181063.0,3380.0,2374.0,2012.0,196764.0,6892.0,0.171,-4678.0,7563.0,0.216,1667.0,1325.0,1325.0,0.289,-559.0,944.0,285.0,-1218.0,2885.0,1582.0,0.138,-1075.0,1698.0,0.055,389.0,310.0,310.0,0.105,-145.0,201.0,60.0,-233.0,623.0,-585.0,-468.0,3054.0,-198.0,-84.0,21.0,0.0,830.0,13.4,1.3,0.099,490.0,5204.0,0.033,0.089,0.009,1.265,0.048,0.06,0.086,0.619,0.289,16.6,0.303,0.175,0.736,0.789,0.933,0.278,15.6,0.1,0.207,15.9,1.3,0.082,0.005,392.0,4849.0,0.033,0.068,0.013,0.9,0.046,0.062,0.091,0.633,0.029,16.0,0.292,0.183,0.727,0.687,0.797,0.912,0.009,0.289,15.0,0.006,0.025,0.21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5035.0,5059.0,5032.0,5035.0,72908,2016-03-29T00:00:00.000Z,3,2016,1,ACB,2851,233681,219618,14063,9377,163401,1421,-1797,161604,8010,1735,500.0,6615,2281.0,3241.0,207051,6615,2590,2761,219618,3057.0,2481.0,209868.0,196764.0,13103.0,9377.0,5004.0,6182.0,3378.0,39376.0,144229.0,1899.0,-1710.0,142520.0,8027.0,6890.0,1650.0,515.0,3380.0,2111.0,2288.0,181063.0,3380.0,2374.0,2012.0,196764.0,6892.0,0.171,-4678.0,7563.0,0.216,1667.0,1325.0,1325.0,0.289,-559.0,944.0,285.0,-1218.0,2885.0,1582.0,0.138,-1075.0,1698.0,0.055,389.0,310.0,310.0,0.105,-145.0,201.0,60.0,-233.0,623.0,-585.0,-468.0,3054.0,-198.0,-84.0,21.0,0.0,830.0,13.4,1.3,0.099,490.0,5204.0,0.033,0.089,0.009,1.265,0.048,0.06,0.086,0.619,0.289,16.6,0.303,0.175,0.736,0.789,0.933,0.278,15.6,0.1,0.207,15.9,1.3,0.082,0.005,392.0,4849.0,0.033,0.068,0.013,0.9,0.046,0.062,0.091,0.633,0.029,16.0,0.292,0.183,0.727,0.687,0.797,0.912,0.009,0.289,15.0,0.006,0.025,0.21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5089.0,4963.0,4671.0,4817.0,215414,2016-03-30T00:00:00.000Z,3,2016,1,ACB,2851,233681,219618,14063,9377,163401,1421,-1797,161604,8010,1735,500.0,6615,2281.0,3241.0,207051,6615,2590,2761,219618,3057.0,2481.0,209868.0,196764.0,13103.0,9377.0,5004.0,6182.0,3378.0,39376.0,144229.0,1899.0,-1710.0,142520.0,8027.0,6890.0,1650.0,515.0,3380.0,2111.0,2288.0,181063.0,3380.0,2374.0,2012.0,196764.0,6892.0,0.171,-4678.0,7563.0,0.216,1667.0,1325.0,1325.0,0.289,-559.0,944.0,285.0,-1218.0,2885.0,1582.0,0.138,-1075.0,1698.0,0.055,389.0,310.0,310.0,0.105,-145.0,201.0,60.0,-233.0,623.0,-585.0,-468.0,3054.0,-198.0,-84.0,21.0,0.0,830.0,13.4,1.3,0.099,490.0,5204.0,0.033,0.089,0.009,1.265,0.048,0.06,0.086,0.619,0.289,16.6,0.303,0.175,0.736,0.789,0.933,0.278,15.6,0.1,0.207,15.9,1.3,0.082,0.005,392.0,4849.0,0.033,0.068,0.013,0.9,0.046,0.062,0.091,0.633,0.029,16.0,0.292,0.183,0.727,0.687,0.797,0.912,0.009,0.289,15.0,0.006,0.025,0.21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5007.0,5038.0,4929.0,4980.0,104162,2016-03-31T00:00:00.000Z,3,2016,1,ACB,2851,233681,219618,14063,9377,163401,1421,-1797,161604,8010,1735,500.0,6615,2281.0,3241.0,207051,6615,2590,2761,219618,3057.0,2481.0,209868.0,196764.0,13103.0,9377.0,5004.0,6182.0,3378.0,39376.0,144229.0,1899.0,-1710.0,142520.0,8027.0,6890.0,1650.0,515.0,3380.0,2111.0,2288.0,181063.0,3380.0,2374.0,2012.0,196764.0,6892.0,0.171,-4678.0,7563.0,0.216,1667.0,1325.0,1325.0,0.289,-559.0,944.0,285.0,-1218.0,2885.0,1582.0,0.138,-1075.0,1698.0,0.055,389.0,310.0,310.0,0.105,-145.0,201.0,60.0,-233.0,623.0,-585.0,-468.0,3054.0,-198.0,-84.0,21.0,0.0,830.0,13.4,1.3,0.099,490.0,5204.0,0.033,0.089,0.009,1.265,0.048,0.06,0.086,0.619,0.289,16.6,0.303,0.175,0.736,0.789,0.933,0.278,15.6,0.1,0.207,15.9,1.3,0.082,0.005,392.0,4849.0,0.033,0.068,0.013,0.9,0.046,0.062,0.091,0.633,0.029,16.0,0.292,0.183,0.727,0.687,0.797,0.912,0.009,0.289,15.0,0.006,0.025,0.21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5035.0,5015.0,4908.0,4980.0,125723,2016-04-01T00:00:00.000Z,4,2016,2,ACB,2851,233681,219618,14063,9377,163401,1421,-1797,161604,8010,1735,500.0,6615,2281.0,3241.0,207051,6615,2590,2761,219618,3198.0,2524.0,221826.0,208437.0,13389.0,9377.0,3011.0,6396.0,3387.0,41337.0,156279.0,1930.0,-1740.0,154538.0,7581.0,5256.0,3145.0,0.0,5664.0,2324.0,2416.0,190503.0,5664.0,2374.0,2315.0,208437.0,6892.0,0.171,-4678.0,7563.0,0.216,1667.0,1325.0,1325.0,0.289,-559.0,944.0,285.0,-1218.0,2885.0,1707.0,0.248,-1171.0,1747.0,0.102,439.0,353.0,353.0,0.217,-218.0,223.0,35.0,-137.0,576.0,-585.0,-468.0,3054.0,-198.0,-172.0,-8.0,2000.0,-3093.0,13.4,1.3,0.099,490.0,5204.0,0.033,0.089,0.009,1.265,0.048,0.06,0.086,0.619,0.289,16.6,0.303,0.175,0.736,0.789,0.933,0.278,15.6,0.1,0.207,15.6,1.3,0.087,0.005,415.0,4955.0,0.033,0.023,0.012,0.902,0.045,0.06,0.086,0.67,0.059,16.6,0.265,0.202,0.741,0.705,0.82,0.903,0.009,0.274,15.6,0.004,0.022,0.218,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5035.0,5053.0,4917.0,4980.0,69304,2016-04-04T00:00:00.000Z,4,2016,2,ACB,2851,233681,219618,14063,9377,163401,1421,-1797,161604,8010,1735,500.0,6615,2281.0,3241.0,207051,6615,2590,2761,219618,3198.0,2524.0,221826.0,208437.0,13389.0,9377.0,3011.0,6396.0,3387.0,41337.0,156279.0,1930.0,-1740.0,154538.0,7581.0,5256.0,3145.0,0.0,5664.0,2324.0,2416.0,190503.0,5664.0,2374.0,2315.0,208437.0,6892.0,0.171,-4678.0,7563.0,0.216,1667.0,1325.0,1325.0,0.289,-559.0,944.0,285.0,-1218.0,2885.0,1707.0,0.248,-1171.0,1747.0,0.102,439.0,353.0,353.0,0.217,-218.0,223.0,35.0,-137.0,576.0,-585.0,-468.0,3054.0,-198.0,-172.0,-8.0,2000.0,-3093.0,13.4,1.3,0.099,490.0,5204.0,0.033,0.089,0.009,1.265,0.048,0.06,0.086,0.619,0.289,16.6,0.303,0.175,0.736,0.789,0.933,0.278,15.6,0.1,0.207,15.6,1.3,0.087,0.005,415.0,4955.0,0.033,0.023,0.012,0.902,0.045,0.06,0.086,0.67,0.059,16.6,0.265,0.202,0.741,0.705,0.82,0.903,0.009,0.274,15.6,0.004,0.022,0.218,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4953.0,4937.0,4883.0,4899.0,59056,2016-04-05T00:00:00.000Z,4,2016,2,ACB,2851,233681,219618,14063,9377,163401,1421,-1797,161604,8010,1735,500.0,6615,2281.0,3241.0,207051,6615,2590,2761,219618,3198.0,2524.0,221826.0,208437.0,13389.0,9377.0,3011.0,6396.0,3387.0,41337.0,156279.0,1930.0,-1740.0,154538.0,7581.0,5256.0,3145.0,0.0,5664.0,2324.0,2416.0,190503.0,5664.0,2374.0,2315.0,208437.0,6892.0,0.171,-4678.0,7563.0,0.216,1667.0,1325.0,1325.0,0.289,-559.0,944.0,285.0,-1218.0,2885.0,1707.0,0.248,-1171.0,1747.0,0.102,439.0,353.0,353.0,0.217,-218.0,223.0,35.0,-137.0,576.0,-585.0,-468.0,3054.0,-198.0,-172.0,-8.0,2000.0,-3093.0,13.4,1.3,0.099,490.0,5204.0,0.033,0.089,0.009,1.265,0.048,0.06,0.086,0.619,0.289,16.6,0.303,0.175,0.736,0.789,0.933,0.278,15.6,0.1,0.207,15.6,1.3,0.087,0.005,415.0,4955.0,0.033,0.023,0.012,0.902,0.045,0.06,0.086,0.67,0.059,16.6,0.265,0.202,0.741,0.705,0.82,0.903,0.009,0.274,15.6,0.004,0.022,0.218,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4899.0,4893.0,4839.0,4871.0,164962,2016-04-06T00:00:00.000Z,4,2016,2,ACB,2851,233681,219618,14063,9377,163401,1421,-1797,161604,8010,1735,500.0,6615,2281.0,3241.0,207051,6615,2590,2761,219618,3198.0,2524.0,221826.0,208437.0,13389.0,9377.0,3011.0,6396.0,3387.0,41337.0,156279.0,1930.0,-1740.0,154538.0,7581.0,5256.0,3145.0,0.0,5664.0,2324.0,2416.0,190503.0,5664.0,2374.0,2315.0,208437.0,6892.0,0.171,-4678.0,7563.0,0.216,1667.0,1325.0,1325.0,0.289,-559.0,944.0,285.0,-1218.0,2885.0,1707.0,0.248,-1171.0,1747.0,0.102,439.0,353.0,353.0,0.217,-218.0,223.0,35.0,-137.0,576.0,-585.0,-468.0,3054.0,-198.0,-172.0,-8.0,2000.0,-3093.0,13.4,1.3,0.099,490.0,5204.0,0.033,0.089,0.009,1.265,0.048,0.06,0.086,0.619,0.289,16.6,0.303,0.175,0.736,0.789,0.933,0.278,15.6,0.1,0.207,15.6,1.3,0.087,0.005,415.0,4955.0,0.033,0.023,0.012,0.902,0.045,0.06,0.086,0.67,0.059,16.6,0.265,0.202,0.741,0.705,0.82,0.903,0.009,0.274,15.6,0.004,0.022,0.218,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4899.0,5022.0,4940.0,4953.0,32738,2016-04-07T00:00:00.000Z,4,2016,2,ACB,2851,233681,219618,14063,9377,163401,1421,-1797,161604,8010,1735,500.0,6615,2281.0,3241.0,207051,6615,2590,2761,219618,3198.0,2524.0,221826.0,208437.0,13389.0,9377.0,3011.0,6396.0,3387.0,41337.0,156279.0,1930.0,-1740.0,154538.0,7581.0,5256.0,3145.0,0.0,5664.0,2324.0,2416.0,190503.0,5664.0,2374.0,2315.0,208437.0,6892.0,0.171,-4678.0,7563.0,0.216,1667.0,1325.0,1325.0,0.289,-559.0,944.0,285.0,-1218.0,2885.0,1707.0,0.248,-1171.0,1747.0,0.102,439.0,353.0,353.0,0.217,-218.0,223.0,35.0,-137.0,576.0,-585.0,-468.0,3054.0,-198.0,-172.0,-8.0,2000.0,-3093.0,13.4,1.3,0.099,490.0,5204.0,0.033,0.089,0.009,1.265,0.048,0.06,0.086,0.619,0.289,16.6,0.303,0.175,0.736,0.789,0.933,0.278,15.6,0.1,0.207,15.6,1.3,0.087,0.005,415.0,4955.0,0.033,0.023,0.012,0.902,0.045,0.06,0.086,0.67,0.059,16.6,0.265,0.202,0.741,0.705,0.82,0.903,0.009,0.274,15.6,0.004,0.022,0.218,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
